0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.42777628,0.027226586,0.7765964,-0.025244026,0.02360481,-0.026906565,0.9870119,-0.32826966,-0.0931623,0.048012257,0.34925345,-0.06941198,0.038440045,-0.18495849,-0.06831242,-0.09487671,1.0572089,0.08139162,0.14349774,0.058867455,-0.032835506,0.043639705,0.08872141,0.10859044,-0.24600235,0.8763545,0.7775003,0.16211537,0.27443802,0.09008478,-0.1606843,0.19057012,0.837111,-0.8599007,0.11188093,-0.047443315
0.45144755,0.05048795,0.78246593,-0.02209686,0.018903844,-0.017514557,0.9944155,-0.29416823,-0.10137442,0.043987036,0.34394827,-0.08643575,0.055495743,-0.18377241,-0.07532211,-0.09603354,1.0760808,0.081924036,0.12954828,0.05342211,-0.03743989,0.034218967,0.09477112,0.100788355,-0.2586289,0.90951276,0.7610385,0.16027275,0.2700179,0.112019,-0.17148295,0.23016407,0.8273696,-0.79813254,0.13240734,-0.054359943
0.46862793,0.05055861,0.7877946,-0.021520687,0.015682828,0.0078093857,1.0070744,-0.23530969,-0.1309437,0.04082825,0.34872562,-0.12024023,0.063901946,-0.23738174,-0.09622072,-0.09274663,1.06983,0.0035744011,0.08655709,0.0398441,-0.04613032,0.024234474,0.07247828,0.09353413,-0.2586077,0.90258765,0.77586275,0.14705405,0.2757911,0.14093404,-0.17687215,0.2561244,0.81577885,-0.7718258,0.15320149,-0.059822336
0.5031249,0.022916708,0.7825829,-0.017740691,0.012050122,0.02828233,0.9964744,-0.19691762,-0.13100071,0.04679122,0.41396648,-0.14524505,0.047951248,-0.3203171,-0.121810034,-0.08140541,1.111862,-0.10679677,0.064149365,0.032016903,-0.053615555,0.03172946,0.060956668,0.11336742,-0.24562888,0.8688222,0.83104056,0.12984213,0.27720085,0.15619132,-0.20604834,0.2160268,0.77563506,-0.7899163,0.15034638,-0.077063724
0.5668371,-0.0008336734,0.77801025,-0.00888983,0.0143853985,0.013607517,0.9901763,-0.16670942,-0.15534605,0.052913785,0.43491954,-0.17412633,0.037166733,-0.3858964,-0.13917458,-0.08569132,0.9917023,-0.15288275,0.06813801,0.023767661,-0.057497665,0.02951163,0.031075787,0.115405604,-0.25429124,0.84804726,0.84312594,0.10897932,0.2782985,0.1736029,-0.20306389,0.18488982,0.7409173,-0.82179403,0.1325392,-0.0923888
0.6580267,-0.026412806,0.7730363,0.0035738088,0.022443388,-0.009502932,0.982134,-0.13513702,-0.17843698,0.044241525,0.43633,-0.21304606,0.04209126,-0.44247532,-0.14348055,-0.09511315,0.80123955,-0.13628003,0.1007614,0.015803695,-0.054373503,0.030117437,0.003118623,0.10665968,-0.2885196,0.8640141,0.8505866,0.09899029,0.28397766,0.18282112,-0.19825742,0.160995,0.72986126,-0.8200377,0.124069035,-0.11424406
0.71079844,-0.04531102,0.77138877,0.0030314354,0.022826526,-0.0051785856,0.97540605,-0.11339474,-0.18621306,0.036658995,0.40524086,-0.23574418,0.053645704,-0.475314,-0.13558875,-0.08822119,0.7199441,-0.115048535,0.12084971,0.008589241,-0.053496897,0.030534938,-0.021114115,0.10844983,-0.3038055,0.86590767,0.8512791,0.09473093,0.27415615,0.19393024,-0.1924156,0.14670911,0.71518004,-0.81952274,0.12499884,-0.11886198
0.7459232,-0.05978758,0.76794225,0.0023610154,0.01971808,-0.003380686,0.9743216,-0.094506085,-0.18785247,0.039567016,0.38473657,-0.26014352,0.06629893,-0.4900143,-0.123323165,-0.07868789,0.64086795,-0.10539727,0.12716636,0.002851895,-0.04902174,0.029768482,-0.02888437,0.11631873,-0.30894545,0.8473083,0.8451809,0.09262263,0.26346976,0.19835332,-0.18848021,0.13848451,0.7082006,-0.82298905,0.13051392,-0.12140708
0.74921656,-0.079660736,0.7654456,-0.00024728663,0.016177297,-0.0053952336,0.9768708,-0.058829725,-0.18748468,0.033115238,0.35099483,-0.29540065,0.07552715,-0.50658417,-0.099575564,-0.06423444,0.5047277,-0.090289906,0.13091373,-0.0033732625,-0.041218273,0.025939107,-0.02960037,0.1173639,-0.31451347,0.83456266,0.8310797,0.09269352,0.24365646,0.18739292,-0.17559288,0.12650731,0.70982766,-0.8303239,0.13994679,-0.117973596
0.7916413,-0.08580655,0.7663561,-0.0068655275,0.009571739,0.00086064637,0.98276436,-0.010733485,-0.18338814,0.040263936,0.3315394,-0.3150891,0.08319573,-0.5415504,-0.11327272,-0.03707461,0.4240327,-0.060861364,0.12927142,-0.014519402,-0.042318042,0.021997765,-0.057011735,0.113534346,-0.32119846,0.81807756,0.83443344,0.07345124,0.22681758,0.20029806,-0.15624778,0.10194884,0.69569695,-0.8268175,0.14591715,-0.11122586
