0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
2.823425,-2.380057,0.785864,-0.006279,-0.023013,0.555886,-0.830916,-0.291805,0.346481,0.456288,0.224314,0.105251,-0.079108,-0.072722,0.08691,0.195881,0.294725,-0.206006,0.001287,-0.08101,0.125253,-0.039251,-0.020219,0.45246,-0.126701,0.617166,0.836193,0.054875,0.119502,0.289095,-0.178159,-0.074984,0.486221,-0.740317,0.118149,-0.085487
2.817926,-2.374314,0.785331,-0.00468,-0.023041,0.546264,-0.837283,-0.309155,0.336951,0.428411,0.222105,0.105597,-0.083602,-0.080546,0.086814,0.170647,0.293085,-0.200993,0.001638,-0.079002,0.148094,-0.029294,-0.009127,0.43101,-0.148285,0.600241,0.843106,0.042695,0.073822,0.292488,-0.151499,-0.095391,0.496949,-0.714399,0.129551,-0.09852
2.813195,-2.368493,0.785551,-0.003089,-0.02231,0.534931,-0.844595,-0.327344,0.323224,0.398083,0.226899,0.107867,-0.098191,-0.090014,0.083871,0.142292,0.298669,-0.19779,0.002544,-0.0758,0.169515,-0.019239,0.01229,0.399329,-0.17425,0.588677,0.843605,0.031892,0.043294,0.293595,-0.131388,-0.110338,0.516572,-0.686387,0.136648,-0.116614
2.808058,-2.362335,0.790619,-0.001711,-0.020452,0.52231,-0.852509,-0.35219,0.305137,0.357084,0.246328,0.10343,-0.118522,-0.097996,0.077362,0.112052,0.305839,-0.192825,0.003809,-0.070687,0.189419,-0.009461,0.038263,0.367248,-0.207687,0.58403,0.846126,0.023763,0.021544,0.290472,-0.118998,-0.117265,0.545045,-0.667896,0.144604,-0.138365
2.803123,-2.356035,0.792188,-0.000331,-0.01739,0.509,-0.860591,-0.36845,0.271753,0.300975,0.285533,0.098572,-0.120807,-0.104203,0.068446,0.081338,0.313322,-0.189486,0.005112,-0.063458,0.207856,-0.000356,0.067673,0.339443,-0.249823,0.586307,0.853972,0.020131,0.006287,0.283421,-0.112864,-0.116562,0.581516,-0.663276,0.152757,-0.161194
2.798205,-2.349632,0.792748,0.001273,-0.013344,0.49491,-0.868841,-0.381528,0.229025,0.235881,0.343049,0.077544,-0.120071,-0.109262,0.057985,0.049865,0.322561,-0.187001,0.005861,-0.055338,0.224449,0.007664,0.106553,0.324846,-0.301112,0.589783,0.865033,0.014958,-0.006182,0.274848,-0.111862,-0.117875,0.649166,-0.671042,0.133906,-0.193121
2.793189,-2.343108,0.792733,0.003741,-0.009285,0.479173,-0.877663,-0.390827,0.189889,0.18567,0.419049,0.032002,-0.115604,-0.114789,0.0474,0.015446,0.33509,-0.185986,0.005755,-0.048067,0.239229,0.014103,0.142402,0.317877,-0.361193,0.598633,0.88362,0.009705,-0.026926,0.255359,-0.109899,-0.113239,0.705262,-0.686307,0.128789,-0.213819
2.78784,-2.3365,0.792462,0.006451,-0.005418,0.4615,-0.8871,-0.396844,0.158199,0.155421,0.508794,-0.012473,-0.107659,-0.11992,0.035718,-0.022191,0.347032,-0.184939,0.006704,-0.041298,0.252126,0.018738,0.177993,0.31982,-0.420567,0.606902,0.908767,-0.002151,-0.061641,0.22635,-0.108053,-0.105916,0.739808,-0.702728,0.141953,-0.218128
2.782026,-2.329899,0.79197,0.009626,-0.001837,0.44172,-0.897099,-0.39931,0.131358,0.134327,0.603863,-0.047068,-0.096757,-0.123972,0.023475,-0.063328,0.357639,-0.183716,0.007979,-0.034064,0.262786,0.021474,0.209018,0.332985,-0.472288,0.615044,0.92998,-0.020974,-0.106819,0.206527,-0.09996,-0.098176,0.762827,-0.715107,0.148611,-0.226127
2.775594,-2.323433,0.791193,0.013135,0.001787,0.418964,-0.907906,-0.397476,0.10872,0.11584,0.699262,-0.071966,-0.095279,-0.126125,0.01009,-0.109202,0.367032,-0.182717,0.009227,-0.026413,0.270559,0.022083,0.235297,0.353352,-0.508584,0.622287,0.941234,-0.041229,-0.153627,0.191992,-0.086642,-0.093335,0.774667,-0.718597,0.146701,-0.236158
2.768499,-2.317152,0.789858,0.017556,0.005636,0.392931,-0.919383,-0.390092,0.084285,0.087441,0.791203,-0.088716,-0.099713,-0.127816,-0.004089,-0.160799,0.380287,-0.18411,0.010215,-0.018367,0.274948,0.02081,0.255691,0.377532,-0.525087,0.628781,0.940027,-0.055198,-0.194707,0.181742,-0.06938,-0.09111,0.778272,-0.712854,0.136758,-0.246509
2.760788,-2.311048,0.787752,0.023123,0.009685,0.36359,-0.931222,-0.374275,0.065133,0.056885,0.871478,-0.102041,-0.102874,-0.130779,-0.019411,-0.217893,0.40163,-0.190983,0.011126,-0.010673,0.276048,0.018033,0.269301,0.402573,-0.521719,0.634319,0.929201,-0.057508,-0.223323,0.174442,-0.050878,-0.088336,0.777821,-0.70195,0.122755,-0.25583
2.752545,-2.305151,0.785209,0.028943,0.01422,0.332147,-0.942676,-0.350799,0.047489,0.020099,0.933855,-0.109625,-0.100341,-0.133553,-0.037008,-0.277489,0.427321,-0.20014,0.011995,-0.00306,0.273923,0.014256,0.276017,0.423921,-0.49987,0.638163,0.914109,-0.047306,-0.232537,0.167606,-0.035142,-0.080806,0.777042,-0.691436,0.108822,-0.262661
2.743921,-2.299371,0.782503,0.034689,0.018793,0.299461,-0.953293,-0.320299,0.027774,-0.027258,0.973616,-0.113813,-0.099194,-0.136791,-0.056913,-0.337158,0.456286,-0.209137,0.012898,0.004407,0.268394,0.009568,0.277691,0.437604,-0.458989,0.639913,0.897663,-0.026383,-0.217914,0.158618,-0.025007,-0.064906,0.779449,-0.685851,0.096987,-0.264165
2.734986,-2.293491,0.779669,0.039646,0.022785,0.266526,-0.962742,-0.285918,0.005186,-0.084982,0.988371,-0.110788,-0.095492,-0.146214,-0.081565,-0.393825,0.49645,-0.219369,0.013965,0.011819,0.259219,0.004406,0.276943,0.438307,-0.397646,0.639475,0.87751,0.003679,-0.178831,0.145297,-0.023233,-0.038723,0.787187,-0.688917,0.088175,-0.257287
2.703762,-2.3259523,0.78971285,0.035872567,0.007942643,0.34138876,-0.8893211,-0.30361634,0.032650657,0.0011714846,0.81916213,-0.15187775,-0.076593205,-0.16410056,-0.04671681,-0.2795227,0.4973764,-0.20516911,0.019607991,0.038570687,0.22603005,6.338954e-05,0.2663242,0.35680026,-0.35039586,0.64732563,0.91236025,0.032400638,-0.124386296,0.11146943,-0.06803423,0.011441246,0.87270164,-0.76254064,0.120085955,-0.2157093
2.6906683,-2.305618,0.78810555,0.040730037,0.009911174,0.31600446,-0.89496875,-0.29549545,0.023420395,-0.026725173,0.86144495,-0.16281211,-0.07230335,-0.1614936,-0.058186024,-0.3107287,0.51914644,-0.20227149,0.010711163,0.04669939,0.21696638,-0.0028859898,0.27645403,0.35902464,-0.30553702,0.63896245,0.8917574,0.04250972,-0.09822364,0.093962416,-0.07201894,0.032239668,0.88744164,-0.77563846,0.11101655,-0.21137035
2.6765373,-2.2851222,0.7857872,0.045042634,0.011244675,0.29548672,-0.90451515,-0.27990487,0.014090309,-0.053205676,0.8925347,-0.18642984,-0.064195916,-0.17576897,-0.078822255,-0.36002055,0.53693056,-0.19968417,0.0018965453,0.054640345,0.20362249,-0.0031013787,0.2899112,0.3548045,-0.25710976,0.63127816,0.8684675,0.049812928,-0.069837764,0.08050047,-0.07552546,0.055342436,0.88675296,-0.7890543,0.09729758,-0.20178348
2.6489346,-2.2599297,0.7830726,0.050321113,0.013041973,0.27350107,-0.91066754,-0.25911465,0.0037241639,-0.08682729,0.9237933,-0.21555057,-0.054334085,-0.19524014,-0.106793486,-0.42504865,0.5586106,-0.19665267,-0.0081368685,0.064888805,0.18681732,-0.0034785718,0.30538753,0.3482299,-0.19617268,0.6223116,0.8380628,0.058970205,-0.0338573,0.063945815,-0.08123088,0.081798024,0.88233674,-0.80293596,0.079305954,-0.1903573
2.6105661,-2.243533,0.7803651,0.054091472,0.014766106,0.2599821,-0.91245997,-0.2472133,-0.007320685,-0.11726466,0.9402803,-0.25285724,-0.04533698,-0.22156781,-0.13593203,-0.47874755,0.5841925,-0.19694802,-0.010467157,0.073104724,0.16857241,-0.001022026,0.31181487,0.3334892,-0.14474615,0.6191967,0.7955488,0.06774326,0.0062422454,0.051438227,-0.09016907,0.09858919,0.86236686,-0.80619824,0.061859325,-0.17908785
2.6020248,-2.2389371,0.7741973,0.05782282,0.018082984,0.23811391,-0.9253295,-0.22739094,-0.020239713,-0.14046249,0.98312366,-0.29339257,-0.039738856,-0.26233867,-0.1764599,-0.54293096,0.6404279,-0.20377336,-0.018685862,0.078816295,0.14932354,0.004051298,0.31380755,0.3140089,-0.10449961,0.62053776,0.75268793,0.07885085,0.040483043,0.044708222,-0.09510507,0.11748785,0.83807045,-0.8070797,0.04988101,-0.16923344
2.5956674,-2.2347255,0.7665612,0.062034782,0.019539358,0.20757547,-0.9439867,-0.21462104,-0.03900112,-0.16969272,1.0214734,-0.3302739,-0.025583431,-0.31405574,-0.20357753,-0.58710253,0.69074744,-0.21880905,-0.025873348,0.083984956,0.12829664,0.011542764,0.31289804,0.2878772,-0.050728023,0.6145759,0.70320433,0.08688906,0.08270861,0.038932145,-0.099107556,0.12191679,0.8149903,-0.8154676,0.037078425,-0.1617701
2.593161,-2.231769,0.75956243,0.06210981,0.017771188,0.20072785,-0.949865,-0.21515834,-0.040769886,-0.18274069,1.0361028,-0.36150682,-0.020377375,-0.35271534,-0.23001352,-0.5896619,0.7256812,-0.21573266,-0.033158228,0.086006075,0.114616506,0.018720362,0.3045909,0.26710075,-0.003111571,0.60481864,0.6637504,0.09279947,0.12329332,0.037614286,-0.1140341,0.10706539,0.78054225,-0.8131067,0.029353485,-0.16077232
