0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.6192388,0.088267356,0.27542067,0.11336659,-0.27337927,0.017874327,0.39150357,0.1410844,-0.17764528,-0.07059308,0.33008167,0.17713042,0.29684117,0.05655154,0.2786398,-0.20219733,0.6595148,-0.45945162,0.22130848,0.35711262,0.38473427,0.4781276,0.25276312,-0.1236392,-0.09358406,0.6219635,0.6525682,-0.30615637,0.44041458,0.22865227,-0.08560091,0.5520568,0.6800914,-0.7371394,0.138483,0.2695461
0.63955206,0.44452223,0.612095,0.24004994,0.4983409,-0.48895028,0.43130353,0.21288513,-0.49453965,-0.2595065,0.63116384,-0.7124851,-0.2904975,-0.2231258,-0.5863499,0.35616124,0.7712195,-0.85889167,0.23990421,-0.54782856,-0.51897573,0.16891173,-0.017443992,0.16061404,0.42038888,0.6465902,0.5654346,0.0421518,0.27617753,-0.04786137,-0.0259644,-0.30783096,-0.001778638,-0.7315402,-0.24800874,0.27997
0.20115739,0.22307217,-0.024046738,0.29236978,0.2643357,0.57304657,0.02652172,-0.12590973,0.442285,-0.023292167,-0.27631238,0.34591493,-0.07477318,-0.15217091,0.19346099,0.20323782,0.75454044,0.004373232,0.10247012,-0.5243055,0.54776955,0.06855943,0.5623138,-0.0068853674,-0.108163714,0.45010138,-0.1490602,0.31204066,0.38921213,-0.06189606,0.10938585,-0.32464665,0.57058924,-0.09633402,-0.43416888,-0.08207608
0.6712811,0.31972975,0.24555986,-0.48203617,-0.41008213,0.29622746,0.44318435,-0.25275707,0.02459967,-0.63756526,0.73933184,0.21490744,-0.65529126,0.015083041,0.12457661,-0.40532863,0.87715673,0.13448553,0.5072031,-0.49295276,0.20468923,-0.061729725,-0.36608157,0.5667068,-0.41988617,-0.44821277,0.8186016,-0.13855629,0.75836253,-0.04387959,-0.097100094,0.5657102,-0.09091219,-0.5258809,0.4711418,-0.3181741
0.6238196,-0.37157682,0.37191457,0.0069541405,-0.2849901,0.025730047,-0.16568848,0.6415507,0.5011113,-0.1678683,0.47869352,-0.04237822,0.68049926,0.0076817703,-0.019769197,-0.42555213,0.44664964,0.31949836,-0.13215137,0.1949551,0.24188821,-0.27943838,0.48077828,0.7822994,-0.60113496,0.7156976,0.72693455,-0.13048108,0.06559498,-0.3762353,0.15731998,0.040841922,0.73753834,0.25891262,0.37219152,-0.048223034
0.5078624,0.19126198,0.4066686,0.27380958,0.6569497,-0.18271445,0.0020469883,-0.33566076,0.16641924,-0.13929828,0.33787256,0.46600062,0.08137045,0.29183036,0.2540396,-0.27908927,0.25784656,0.26212874,0.15580358,0.19172871,-0.1987998,-0.2664907,0.27520835,0.72613883,-0.20280743,0.031196259,-0.07490641,0.08956675,0.5562881,-0.4480314,-0.116609655,-0.2350631,0.4069109,-0.21017145,0.039216943,0.10586886
0.5488255,0.5204912,0.83113027,-0.8386818,-0.32861573,0.42161202,0.121724755,0.22981156,0.0078077964,0.16789651,0.094932236,-0.40496275,0.77215,-0.25322163,-0.009908628,-0.69035405,0.09909233,-0.61973536,0.39036354,0.4606577,0.28770885,0.5964786,0.7235171,0.579292,-0.5666783,0.62768734,0.540417,0.23562372,-0.08662561,0.36661863,0.027019925,0.6338308,0.3381464,0.26181144,-0.3825219,0.28871554
-0.14052731,0.4895383,0.3092482,-0.16809942,0.20234488,0.7570865,0.04906937,-0.0018761099,0.20465654,0.17142001,-0.14935859,0.32728064,0.29927224,-0.07170052,0.21212856,0.23977652,0.52471054,-0.3899668,0.7794661,0.7181407,-0.31726193,-0.26699692,0.41970345,-0.1714144,0.22703321,0.6125121,-0.21496102,0.03420803,0.4976539,0.018841742,-0.14239144,0.13932486,0.4216762,-0.2592321,-0.067919396,-0.23821543
0.19939879,0.14411823,0.47029987,0.37478095,-0.15264899,-0.38625735,0.7580763,-0.011968115,-0.25570023,0.22705871,0.61769646,-0.25664252,0.23076555,-0.112869434,-0.35996857,-0.103240445,-0.2808591,0.6240125,-0.29617232,0.24590711,0.032372367,-0.74817836,0.5182173,0.58655965,-0.08854242,0.8096116,0.0774312,0.39745376,0.13761912,0.18835922,0.58845425,-0.43749312,-0.082307726,-0.28328004,0.18654844,0.27698186
0.2327756,0.026324432,-0.054799724,-0.032527346,0.051476307,0.1665178,-0.3595166,0.5522723,-0.11272534,-0.35979435,0.090931766,-0.08118635,-0.26861772,0.47495267,-0.33392498,-0.2782862,-0.4510306,-0.17764227,0.8933302,-0.2123428,-0.28135172,-0.46212015,-0.297401,0.42925104,0.14832044,0.619826,0.23446245,0.05350778,0.26154107,0.18693525,0.04292322,0.025594076,0.037522566,-0.35506615,-0.19184867,-0.2045913
